Gene stable ID	Gene start (bp)	Gene end (bp)
WBGene00016268	17044115	17045497
WBGene00016269	17056925	17072188
WBGene00016271	17073810	17080685
WBGene00016292	5138991	5146742
WBGene00016293	5151547	5154399
WBGene00016294	5155093	5159667
WBGene00016343	3036427	3045806
WBGene00016344	3055257	3059385
WBGene00016345	17305325	17306164
WBGene00016346	17302719	17303994
WBGene00016347	17272934	17279532
WBGene00016348	17266695	17269960
WBGene00016349	17293094	17294828
WBGene00016350	17301374	17301923
WBGene00016406	8029479	8031614
WBGene00016407	8014983	8026858
WBGene00016423	6142546	6150545
WBGene00016438	9213953	9216856
WBGene00016464	7112889	7114863
WBGene00016465	7106407	7108436
WBGene00016466	7101777	7102136
WBGene00016467	7083417	7086008
WBGene00016468	7089228	7096449
WBGene00016469	7097434	7100338
WBGene00016485	1682954	1686419
WBGene00016486	1676205	1678121
WBGene00016487	1693883	1696979
WBGene00016488	1699788	1703938
WBGene00016489	17434445	17438080
WBGene00016490	17452392	17455861
WBGene00016518	5559021	5561330
WBGene00016529	7906964	7907119
WBGene00016530	7889215	7889765
WBGene00016531	7884288	7887479
WBGene00016532	7890410	7892396
WBGene00016533	7896221	7897773
WBGene00016534	7907955	7913930
WBGene00016535	7879771	7880948
WBGene00016537	4754678	4755160
WBGene00016558	5413810	5441958
WBGene00016559	5406562	5414350
WBGene00016568	5717538	5720268
WBGene00016570	5738761	5743307
WBGene00016599	5109504	5112452
WBGene00016600	5079773	5084489
WBGene00016614	2409570	2412966
WBGene00016616	2407467	2409567
WBGene00016617	2404024	2407364
WBGene00016619	2395505	2398826
WBGene00016620	2398812	2402057
WBGene00016641	980776	983030
WBGene00016642	957881	960568
WBGene00016643	970583	974816
WBGene00016644	975525	978445
WBGene00016645	969074	970270
WBGene00016657	7596927	7599824
WBGene00016658	6086124	6086567
WBGene00016659	6084739	6085189
WBGene00016660	6082960	6083333
WBGene00016661	6053058	6057177
WBGene00016662	6087985	6088391
WBGene00016704	4637242	4643695
WBGene00016705	4632348	4635784
WBGene00016706	4629039	4631838
WBGene00016714	8078063	8080256
WBGene00016716	5937506	5944510
WBGene00016724	1209411	1210683
WBGene00016725	1211760	1230758
WBGene00016736	7754046	7754284
WBGene00016737	7756701	7758154
WBGene00016738	8215050	8215668
WBGene00016747	8980976	8985063
WBGene00016748	8957616	8961170
WBGene00016865	4280980	4284176
WBGene00016866	4265851	4270486
WBGene00016867	4260652	4264591
WBGene00016868	4297860	4304398
WBGene00016869	4273914	4274750
WBGene00016870	4284189	4284901
WBGene00016871	1300149	1309504
WBGene00016872	1295278	1298823
WBGene00016873	1285209	1285863
WBGene00016874	1272788	1275416
WBGene00016893	6846233	6847547
WBGene00016894	6844755	6845976
WBGene00016895	6868632	6868769
WBGene00016896	6860946	6863414
WBGene00016898	7686646	7689219
WBGene00016899	17339907	17342220
WBGene00016900	17337279	17338632
WBGene00016901	17310908	17311213
WBGene00016912	7139875	7140566
WBGene00016913	7143918	7151235
WBGene00016914	7153889	7156035
WBGene00016915	7842632	7845438
WBGene00016916	7838899	7839381
WBGene00016933	5543951	5545529
WBGene00016934	5519876	5522819
WBGene00016935	5545684	5552756
WBGene00016937	5760281	5763392
WBGene00016938	5766482	5770793
WBGene00016939	7200364	7204044
WBGene00016940	7187355	7188482
WBGene00016941	7204742	7205295
WBGene00016975	6655547	6659966
WBGene00016976	6645654	6651753
WBGene00016984	7377302	7388400
WBGene00016985	7365567	7366298
WBGene00016995	1479542	1484398
WBGene00016996	1459047	1462793
WBGene00016997	1452695	1454000
WBGene00016998	1484853	1485818
WBGene00016999	1470998	1472919
WBGene00017000	1463110	1464799
WBGene00017012	8931241	8939263
WBGene00017013	8908050	8910837
WBGene00017014	8939389	8940143
WBGene00017039	8941139	8950978
WBGene00017040	4403159	4407145
WBGene00017046	8557151	8563235
WBGene00017048	8546451	8549056
WBGene00017108	5714279	5717601
WBGene00017149	8726798	8727406
WBGene00017150	5163055	5163439
WBGene00017154	6991727	6994162
WBGene00017156	6967369	6974864
WBGene00017157	6996873	7005575
WBGene00017170	16395076	16396949
WBGene00017176	4466518	4469005
WBGene00017177	4454120	4457304
WBGene00017178	4459603	4462609
WBGene00017184	692978	703036
WBGene00017221	1729858	1731819
WBGene00017222	1727356	1729154
WBGene00017223	1723092	1724888
WBGene00017224	1706370	1706638
WBGene00017225	1710293	1711212
WBGene00017226	1716442	1718568
WBGene00017227	1720093	1720428
WBGene00017241	7572110	7581059
WBGene00017243	7560024	7562093
WBGene00017244	7568137	7569722
WBGene00017257	8428842	8430520
WBGene00017258	8411698	8414195
WBGene00017259	8409968	8410494
WBGene00017294	1502860	1503278
WBGene00017295	1489672	1494356
WBGene00017296	1495074	1497681
WBGene00017297	1500180	1501852
WBGene00017298	1510480	1521487
WBGene00017306	4115330	4117027
WBGene00017307	4110442	4111474
WBGene00017308	4119652	4121016
WBGene00017309	4121786	4128431
WBGene00017338	17359770	17364764
WBGene00017339	17364646	17368642
WBGene00017340	17372318	17374877
WBGene00017341	17380668	17382005
WBGene00017342	17383125	17391615
WBGene00017375	17429042	17433103
WBGene00017376	17396814	17397798
WBGene00017378	17401571	17402581
WBGene00017379	17398593	17399357
WBGene00017380	3333130	3347302
WBGene00017381	3315321	3324229
WBGene00017382	3302070	3303927
WBGene00017383	3325166	3326275
WBGene00017400	8639389	8643431
WBGene00017401	8646606	8647097
WBGene00017419	8287261	8294514
WBGene00017420	8285683	8286785
WBGene00017421	8262421	8271021
WBGene00017422	602172	604922
WBGene00017423	593960	596289
WBGene00017424	596314	599553
WBGene00017426	604872	608492
WBGene00017427	5829376	5832027
WBGene00017428	5804379	5805922
WBGene00017429	5831918	5834858
WBGene00017445	6904721	6905849
WBGene00017446	6898650	6899948
WBGene00017447	6924804	6928704
WBGene00017448	6929262	6932359
WBGene00017449	6921646	6924764
WBGene00017463	5603766	5609133
WBGene00017464	5595778	5599330
WBGene00017470	4350498	4352744
WBGene00017471	4344215	4345644
WBGene00017472	4339634	4343702
WBGene00017473	4357015	4357567
WBGene00017474	4361927	4362283
WBGene00017475	4363607	4365069
WBGene00017476	4440941	4441726
WBGene00017477	4408089	4409133
WBGene00017478	4430929	4437512
WBGene00017513	8440192	8450417
WBGene00017514	8457614	8459734
WBGene00017515	8459821	8463360
WBGene00017530	4668071	4673234
WBGene00017532	4647526	4649197
WBGene00017568	8601535	8602366
WBGene00017569	8586147	8590290
WBGene00017570	8580656	8583537
WBGene00017571	8571049	8575451
WBGene00017573	8595152	8597747
WBGene00017579	9259852	9261066
WBGene00017580	9235103	9242223
WBGene00017581	9256008	9257456
WBGene00017582	9262027	9264331
WBGene00017609	1431007	1431486
WBGene00017610	1427774	1430871
WBGene00017611	1425727	1426164
WBGene00017612	1417304	1417477
WBGene00017625	17695232	17701744
WBGene00017627	4200351	4201550
WBGene00017628	4194019	4194785
WBGene00017629	4198791	4199929
WBGene00017630	4201650	4202214
WBGene00017631	4206830	4207477
WBGene00017632	4204602	4206444
WBGene00017666	1328143	1329947
WBGene00017667	1335363	1336915
WBGene00017668	1343837	1344410
WBGene00017670	1355556	1356482
WBGene00017687	6518883	6522656
WBGene00017688	6512285	6512956
WBGene00017690	6522596	6530148
WBGene00017691	6533493	6536840
WBGene00017714	8149563	8150716
WBGene00017715	8161839	8163073
WBGene00017716	6004482	6007071
WBGene00017717	5999610	6001532
WBGene00017718	5992099	5992859
WBGene00017725	16702442	16703440
WBGene00017726	16678488	16679823
WBGene00017727	16677340	16677738
WBGene00017729	16684414	16687196
WBGene00017730	16689366	16690860
WBGene00017779	802796	804264
WBGene00017780	806993	810794
WBGene00017781	811173	813163
WBGene00017794	4442152	4448383
WBGene00017813	7627649	7627848
WBGene00017814	7630905	7637172
WBGene00017861	7672993	7676312
WBGene00017862	7651132	7651548
WBGene00017863	7653135	7654425
WBGene00017864	7657538	7687738
WBGene00017865	7667339	7670714
WBGene00017866	7676511	7680629
WBGene00017890	3205078	3205835
WBGene00017891	3210470	3220367
WBGene00017892	3227489	3235408
WBGene00017893	3206818	3209644
WBGene00017896	543107	544256
WBGene00017898	531841	535834
WBGene00017899	537303	538910
WBGene00017938	17532976	17534064
WBGene00017939	17554946	17561464
WBGene00017941	1794816	1795673
WBGene00017942	1779388	1780527
WBGene00017973	5298561	5306328
WBGene00017974	5283831	5289726
WBGene00018024	3807460	3816429
WBGene00018025	3805084	3805749
WBGene00018026	3789757	3792815
WBGene00018027	3793912	3795395
WBGene00018028	17015297	17017814
WBGene00018030	17013462	17014028
WBGene00018031	17019616	17020958
WBGene00018033	17035206	17042985
WBGene00018034	5377607	5379353
WBGene00018035	5375070	5376911
WBGene00018036	5365808	5367619
WBGene00018037	5355638	5364322
WBGene00018038	5369316	5372639
WBGene00018067	9315436	9319180
WBGene00018074	933774	937807
WBGene00018075	924964	932255
WBGene00018076	920200	924511
WBGene00018077	918353	920193
WBGene00018078	913290	914853
WBGene00018172	6698533	6700826
WBGene00018173	6693735	6695662
WBGene00018174	6674869	6679848
WBGene00018175	6684440	6690085
WBGene00018176	6695820	6698337
WBGene00018184	16471058	16474819
WBGene00018186	16451942	16452559
WBGene00018187	16446197	16451336
WBGene00018188	16437745	16440501
WBGene00018191	17567643	17571923
WBGene00018192	17578692	17579111
WBGene00018193	4834881	4853065
WBGene00018202	16894884	16895916
WBGene00018203	16891991	16893148
WBGene00018204	16902391	16904332
WBGene00018205	16913031	16913769
WBGene00018212	834778	837758
WBGene00018213	830258	833760
WBGene00018214	838144	841493
WBGene00018215	845731	851516
WBGene00018225	8375288	8377304
WBGene00018226	8368534	8371609
WBGene00018227	8372206	8374474
WBGene00018236	3262900	3264161
WBGene00018237	3235768	3243624
WBGene00018238	3243886	3245980
WBGene00018257	6823890	6825862
WBGene00018258	6831251	6835266
WBGene00018259	6835487	6836115
WBGene00018276	6870354	6871670
WBGene00018277	6870566	6871087
WBGene00018278	6873359	6874823
WBGene00018279	6880909	6881571
WBGene00018280	6882493	6885277
WBGene00018281	8378557	8382700
WBGene00018282	8382706	8384945
WBGene00018283	8403539	8408367
WBGene00018307	16841105	16842975
WBGene00018308	16829767	16830672
WBGene00018309	16830673	16832740
WBGene00018310	16833588	16836404
WBGene00018311	16843355	16845024
WBGene00018373	16638226	16662823
WBGene00018374	16665116	16674732
WBGene00018375	4793266	4796158
WBGene00018376	4786118	4790323
WBGene00018377	4777512	4782297
WBGene00018462	8003819	8009400
WBGene00018463	8003733	8004077
WBGene00018465	7985979	7988981
WBGene00018466	7976700	7980657
WBGene00018467	7988931	7998229
WBGene00018484	7548458	7551218
WBGene00018485	7525571	7527433
WBGene00018486	7537844	7540129
WBGene00018487	7551204	7554426
WBGene00018514	5791703	5797328
WBGene00018515	5788096	5790345
WBGene00018516	5783405	5786406
WBGene00018517	5797313	5798790
WBGene00018518	7265652	7267893
WBGene00018519	7230330	7238662
WBGene00018520	7245057	7254792
WBGene00018521	7255927	7256978
WBGene00018522	7238666	7242983
WBGene00018523	7258116	7260377
WBGene00018532	3788026	3788532
WBGene00018533	3772763	3778080
WBGene00018534	3763057	3764395
WBGene00018535	3765324	3766626
WBGene00018536	3767795	3768817
WBGene00018537	3769731	3770643
WBGene00018538	3778091	3781118
WBGene00018565	9073800	9077724
WBGene00018566	9057652	9061860
WBGene00018567	9046213	9054885
WBGene00018568	9062834	9066591
WBGene00018569	3879782	3893309
WBGene00018570	3885440	3887559
WBGene00018571	3893964	3895677
WBGene00018576	2385765	2392695
WBGene00018577	2382691	2384764
WBGene00018578	2375997	2379060
WBGene00018587	2180888	2185854
WBGene00018589	2165109	2173849
WBGene00018590	2163384	2164069
WBGene00018591	2147614	2149252
WBGene00018593	2173890	2176411
WBGene00018602	4246554	4247212
WBGene00018603	7490408	7493120
WBGene00018604	7495684	7500982
WBGene00018605	7493724	7495591
WBGene00018606	7501236	7502674
WBGene00018607	7507885	7517694
WBGene00018608	7481326	7485038
WBGene00018634	1095547	1097013
WBGene00018639	5897342	5902152
WBGene00018640	5890380	5894757
WBGene00018641	5875898	5881716
WBGene00018653	2086057	2086730
WBGene00018654	2084375	2085057
WBGene00018655	2079836	2081487
WBGene00018656	2074448	2075944
WBGene00018657	2066554	2070441
WBGene00018682	460651	466912
WBGene00018683	446356	450212
WBGene00018684	1949161	1950728
WBGene00018687	1973796	1974523
WBGene00018688	1976115	1976701
WBGene00018689	1962573	1966188
WBGene00018690	1983714	1984833
WBGene00018691	1955550	1956824
WBGene00018701	3089496	3092457
WBGene00018702	3085829	3087345
WBGene00018703	3095434	3099837
WBGene00018704	3100166	3102279
WBGene00018710	16963871	16972808
WBGene00018711	16944877	16948026
WBGene00018712	16948355	16952113
WBGene00018713	16973227	16976130
WBGene00018714	2572863	2576697
WBGene00018715	2540066	2541053
WBGene00018716	2543391	2548028
WBGene00018717	2557976	2559638
WBGene00018718	2559727	2564147
WBGene00018719	2566557	2572653
WBGene00018724	8711590	8711911
WBGene00018725	8709764	8710137
WBGene00018726	8708365	8709370
WBGene00018727	8704309	8707197
WBGene00018728	8697817	8702822
WBGene00018729	8713461	8713952
WBGene00018730	8716532	8716929
WBGene00018731	8718567	8718905
WBGene00018732	8720226	8720758
WBGene00018735	2108982	2111441
WBGene00018736	2105629	2107170
WBGene00018737	2111397	2113103
WBGene00018738	2114629	2118257
WBGene00018739	2123413	2130241
WBGene00018740	2853678	2857603
WBGene00018741	2858022	2862472
WBGene00018742	2865960	2871060
WBGene00018743	2872739	2879619
WBGene00018744	2864211	2865683
WBGene00018779	938516	942608
WBGene00018837	2621274	2664373
WBGene00018838	2634664	2637800
WBGene00018853	1035548	1037046
WBGene00018854	1012731	1017567
WBGene00018855	1023477	1023780
WBGene00018856	1024646	1025838
WBGene00018857	1027673	1035286
WBGene00018859	1037023	1038447
WBGene00018860	1038514	1046206
WBGene00018861	1004337	1009412
WBGene00018875	5489838	5490113
WBGene00018876	5488777	5489111
WBGene00018877	4732964	4738592
WBGene00018878	4712279	4715080
WBGene00018879	4716244	4720640
WBGene00018880	4722877	4727481
WBGene00018881	8341975	8342286
WBGene00018882	8340693	8340986
WBGene00018883	8327559	8327900
WBGene00018884	8333247	8337948
WBGene00018885	8344700	8346408
WBGene00018886	8348537	8351059
WBGene00018888	2769588	2770060
WBGene00018937	3531841	3532811
WBGene00018938	1386248	1388160
WBGene00018939	1372012	1374630
WBGene00018940	1357771	1358532
WBGene00018941	1359720	1362036
WBGene00018942	1362816	1363997
WBGene00018943	1365474	1367516
WBGene00018944	1370543	1370786
WBGene00018945	1384318	1384638
WBGene00018946	1391800	1393991
WBGene00018984	872517	875948
WBGene00018985	859948	862459
WBGene00018986	862268	863851
WBGene00018987	864925	871089
WBGene00019014	549363	551392
WBGene00019102	16603364	16609524
WBGene00019143	2578211	2580574
WBGene00019144	2584539	2585739
WBGene00019145	1573220	1574010
WBGene00019146	1568678	1572854
WBGene00019148	8507876	8514126
WBGene00019149	8514088	8517830
WBGene00019160	5904627	5905346
WBGene00019186	1628137	1629454
WBGene00019187	1621481	1625247
WBGene00019188	1604906	1619115
WBGene00019189	17710286	17711674
WBGene00019211	17622778	17640743
WBGene00019225	6784411	6787296
WBGene00019226	6783157	6784197
WBGene00019227	6787256	6789578
WBGene00019249	5216363	5219095
WBGene00019250	5205760	5216230
WBGene00019251	5220406	5222042
WBGene00019265	8607174	8607753
WBGene00019266	8604061	8605058
WBGene00019267	1396353	1396551
WBGene00019272	1311605	1316634
WBGene00019286	8618418	8619756
WBGene00019287	8620570	8625240
WBGene00019292	8219728	8220064
WBGene00019293	8224391	8224902
WBGene00019294	8228068	8231934
WBGene00019317	2496180	2501001
WBGene00019318	2483263	2488296
WBGene00019319	2477107	2478765
WBGene00019320	2480755	2482911
WBGene00019321	2501003	2508549
WBGene00019344	4707188	4709812
WBGene00019345	4673706	4677283
WBGene00019346	4687763	4691316
WBGene00019347	16986629	17008462
WBGene00019351	7292138	7296035
WBGene00019352	7296098	7298751
WBGene00019359	3827231	3829300
WBGene00019364	1066789	1069033
WBGene00019365	1084214	1088148
WBGene00019383	6462029	6463228
WBGene00019403	4907290	4912323
WBGene00019404	4919019	4920988
WBGene00019422	16501332	16501943
WBGene00019423	16494930	16499875
WBGene00019435	1547505	1560124
WBGene00019436	1536366	1540287
WBGene00019437	1534420	1536013
WBGene00019490	8110449	8114762
WBGene00019491	8104305	8107557
WBGene00019492	8080869	8084018
WBGene00019493	8089826	8098863
WBGene00019518	16558444	16562549
WBGene00019519	16551166	16553887
WBGene00019547	3298832	3301637
WBGene00019548	3296482	3297993
WBGene00019549	3289485	3292412
WBGene00019550	3282602	3285721
WBGene00019551	3274757	3275768
WBGene00019552	3272730	3273155
WBGene00019553	3271353	3271773
WBGene00019554	3276020	3280230
WBGene00019570	8681910	8686146
WBGene00019571	8673060	8681653
WBGene00019572	8676624	8677933
WBGene00019574	17117659	17117988
WBGene00019575	17119294	17120907
WBGene00019576	17109282	17110655
WBGene00019577	17113164	17115189
WBGene00019578	17131348	17134527
WBGene00019582	7739653	7741906
WBGene00019583	7710170	7710716
WBGene00019584	7733334	7736271
WBGene00019609	3135486	3136663
WBGene00019611	3103250	3106279
WBGene00019612	3106543	3110630
WBGene00019617	6421036	6430610
WBGene00019618	6430695	6433788
WBGene00019619	6444189	6446664
WBGene00019620	6446649	6448999
WBGene00019621	6451363	6451859
WBGene00019622	6443055	6443473
WBGene00019656	6723500	6725668
WBGene00019657	6725781	6729748
WBGene00019722	706817	707540
WBGene00019727	8763907	8766280
WBGene00019728	8739048	8740171
WBGene00019729	8732958	8737015
WBGene00019730	8748434	8750969
WBGene00019731	8754576	8761580
WBGene00019732	8731310	8731922
WBGene00019733	326113	334600
WBGene00019734	308762	311323
WBGene00019735	3027253	3030762
WBGene00019736	3033325	3034303
WBGene00019738	3031723	3033203
WBGene00019739	3029388	3030406
WBGene00019748	6809104	6817266
WBGene00019749	6800688	6803700
WBGene00019758	4957329	4958067
WBGene00019759	4964413	4969459
WBGene00019760	4969537	4972281
WBGene00019776	629188	632868
WBGene00019779	8242056	8247869
WBGene00019780	8232254	8236316
WBGene00019781	8248207	8252458
WBGene00019782	8258149	8261175
WBGene00019803	7556788	7559085
WBGene00019826	4103447	4104521
WBGene00019827	4012219	4021956
WBGene00019828	4003532	4007634
WBGene00019829	3997340	3999341
WBGene00019830	4008058	4016185
WBGene00019843	6729997	6733315
WBGene00019844	6747296	6761738
WBGene00019845	7800445	7805676
WBGene00019846	7798955	7799780
WBGene00019847	7805629	7809134
WBGene00019861	404897	405357
WBGene00019862	372235	376900
WBGene00019863	377133	380605
WBGene00019864	384382	388797
WBGene00019865	397567	400687
WBGene00019866	2467347	2471308
WBGene00019867	2471540	2473718
WBGene00019868	2473758	2476030
WBGene00019869	8812143	8816805
WBGene00019870	8796545	8797835
WBGene00019871	8801624	8806113
WBGene00019872	8806174	8811142
WBGene00019935	5959115	5970158
WBGene00019937	5953450	5953815
WBGene00019938	5949529	5953174
WBGene00019957	4822661	4834905
WBGene00019959	4818599	4821708
WBGene00019960	4805998	4811536
WBGene00019986	8323592	8325046
WBGene00019987	8294625	8296675
WBGene00019988	8306225	8307700
WBGene00019989	8325099	8326451
WBGene00019991	1667019	1668848
WBGene00020010	3659492	3666879
WBGene00020011	3652017	3655419
WBGene00020012	3639189	3644896
WBGene00020082	301832	308298
WBGene00020083	297234	299287
WBGene00020086	17483012	17486831
WBGene00020119	4376595	4376850
WBGene00020120	4365305	4366332
WBGene00020121	4368543	4368850
WBGene00020122	4370014	4370856
WBGene00020123	4371036	4373211
WBGene00020125	7030225	7036084
WBGene00020126	7029136	7029638
WBGene00020127	1154948	1155613
WBGene00020128	1132993	1148585
WBGene00020129	1151547	1153545
WBGene00020130	6379484	6384845
WBGene00020134	2335684	2348635
WBGene00020135	2314896	2319333
WBGene00020136	2337656	2338306
WBGene00020137	8495322	8498062
WBGene00020142	16796087	16803357
WBGene00020143	16786438	16787620
WBGene00020144	16780994	16782894
WBGene00020145	16787632	16790412
WBGene00020146	16791347	16793137
WBGene00020158	2694908	2698273
WBGene00020160	2698257	2705859
WBGene00020194	2608228	2609989
WBGene00020195	2610826	2615726
WBGene00020196	5174369	5177506
WBGene00020197	5165395	5168778
WBGene00020199	5177519	5179210
WBGene00020214	788353	796142
WBGene00020215	772353	775371
WBGene00020216	767023	768069
WBGene00020217	780528	785624
WBGene00020218	770833	771882
WBGene00020294	4056835	4071493
WBGene00020301	2429862	2439158
WBGene00020302	2442970	2443404
WBGene00020321	4894055	4896615
WBGene00020322	4890221	4892328
WBGene00020323	4885951	4889575
WBGene00020324	4896602	4898163
WBGene00020330	6300138	6305211
WBGene00020334	7334714	7340224
WBGene00020335	7331189	7331903
WBGene00020338	7312175	7313976
WBGene00020339	7329818	7330669
WBGene00020365	17205243	17209365
WBGene00020366	17213144	17214929
WBGene00020420	6311715	6314588
WBGene00020421	6314529	6322819
WBGene00020426	2294750	2298193
WBGene00020427	2283998	2287188
WBGene00020483	6185009	6186770
WBGene00020484	6179241	6180140
WBGene00020485	6191590	6194241
WBGene00020486	6206581	6207626
WBGene00020487	6180650	6181425
WBGene00020488	1193148	1193858
WBGene00020489	1180284	1187932
WBGene00020490	1163153	1177172
WBGene00020491	1188453	1190752
WBGene00020492	1195108	1198481
WBGene00020494	1202606	1203763
WBGene00020496	4596016	4605928
WBGene00020504	6553288	6564207
WBGene00020505	6542992	6543983
WBGene00020506	6564175	6569518
WBGene00020507	2237911	2240255
WBGene00020508	2234321	2236706
WBGene00020509	2221150	2226620
WBGene00020510	2688945	2692022
WBGene00020511	2682754	2687184
WBGene00020515	3758699	3759445
WBGene00020567	3931631	3937897
WBGene00020568	3939401	3940092
WBGene00020569	673027	676484
WBGene00020571	656188	658511
WBGene00020572	658477	661777
WBGene00020573	664714	666300
WBGene00020574	669684	670800
WBGene00020575	676435	680419
WBGene00020595	9331133	9336632
WBGene00020596	9343333	9347430
WBGene00020630	16872926	16878351
WBGene00020631	16860396	16861387
WBGene00020632	16845374	16862005
WBGene00020633	16866069	16869031
WBGene00020634	16878148	16880526
WBGene00020645	2095370	2096058
WBGene00020657	16711681	16720658
WBGene00020658	5630248	5631824
WBGene00020665	3926081	3929576
WBGene00020666	3921068	3923233
WBGene00020667	3917301	3919835
WBGene00020669	3908144	3911380
WBGene00020670	3914765	3915848
WBGene00020672	5647378	5650213
WBGene00020673	5638582	5641363
WBGene00020674	5651869	5653925
WBGene00020690	6412886	6413488
WBGene00020691	6385280	6387863
WBGene00020692	6414148	6416400
WBGene00020725	17135975	17138110
WBGene00020726	17147531	17149927
WBGene00020727	17155088	17157957
WBGene00020732	17671029	17680793
WBGene00020735	5496122	5505248
WBGene00020736	5511997	5512327
WBGene00020737	5514798	5515080
WBGene00020738	5516454	5517162
WBGene00020764	2199145	2201153
WBGene00020765	2196525	2203961
WBGene00020766	2204050	2205063
WBGene00020767	2360097	2364818
WBGene00020769	2365700	2365942
WBGene00020770	16398958	16417063
WBGene00020785	6173956	6175413
WBGene00020786	6169305	6173748
WBGene00020787	9040416	9041058
WBGene00020788	9034554	9038547
WBGene00020789	9027604	9028285
WBGene00020790	9015773	9016799
WBGene00020791	9020588	9021755
WBGene00020792	9021922	9022833
WBGene00020793	16519483	16522295
WBGene00020794	16515565	16519175
WBGene00020795	16505248	16507411
WBGene00020809	17248837	17250007
WBGene00020810	17247674	17248972
WBGene00020811	17231790	17234790
WBGene00020812	17215018	17217105
WBGene00020813	17225197	17230208
WBGene00020817	17236933	17237855
WBGene00020828	1836337	1837368
WBGene00020829	1834445	1839024
WBGene00020830	1840554	1845565
WBGene00020844	3585911	3586835
WBGene00020845	3573051	3573562
WBGene00020846	3588858	3596497
WBGene00020847	3597276	3600475
WBGene00020884	6587898	6596135
WBGene00020885	6582004	6585237
WBGene00020886	6596425	6597121
WBGene00020887	6597918	6598866
WBGene00020918	5692399	5694426
WBGene00020919	5675246	5680225
WBGene00020920	5680349	5684741
WBGene00020921	5694475	5697308
WBGene00020922	4218279	4218458
WBGene00021044	1450768	1452306
WBGene00021045	1435098	1435916
WBGene00021046	1439261	1440261
WBGene00021047	1440366	1446643
WBGene00021048	6272089	6273768
WBGene00021049	6267043	6271087
WBGene00021050	6252274	6253785
WBGene00021051	6263648	6266913
WBGene00021059	5849104	5851971
WBGene00021060	5838039	5839778
WBGene00021150	7085367	7085639
WBGene00021185	681129	682780
WBGene00021188	16883673	16884541
WBGene00021189	16885191	16885587
WBGene00021267	5916135	5917384
WBGene00021268	5919656	5920494
WBGene00021319	5279497	5283719
WBGene00021320	5264330	5271799
WBGene00021321	5257213	5258384
WBGene00021322	5253001	5255068
WBGene00021323	5244317	5246927
WBGene00021324	5271780	5275287
WBGene00021325	5255194	5256855
WBGene00021326	5249851	5252787
WBGene00021342	16541	34439
WBGene00021483	2001030	2002631
WBGene00021484	1990734	1992649
WBGene00021485	1995731	1998112
WBGene00021498	17259889	17263584
WBGene00021499	17258335	17259585
WBGene00021500	17256235	17256780
WBGene00021501	17263831	17266460
WBGene00021526	2982056	2984125
WBGene00021527	2976457	2981008
WBGene00021528	2957934	2968167
WBGene00021529	2946667	2949025
WBGene00021530	2998303	3003803
WBGene00021615	283125	286524
WBGene00021656	3009499	3010175
WBGene00021987	1937947	1942199
WBGene00021988	1943950	1945031
WBGene00022023	5057273	5057581
WBGene00022024	5043976	5044746
WBGene00022199	2940872	2945481
WBGene00022200	2933361	2937740
WBGene00022201	2834222	2840292
WBGene00022202	6129535	6138332
WBGene00022203	42728	46924
WBGene00022204	61165	63375
WBGene00022205	84041	94978
WBGene00022206	95959	104777
WBGene00022207	106971	109378
WBGene00022209	135793	138075
WBGene00022210	140434	140683
WBGene00022211	150363	157246
WBGene00022213	146463	148812
WBGene00022214	138880	139626
WBGene00022215	131022	132689
WBGene00022216	119803	121146
WBGene00022217	114700	116814
WBGene00022218	78429	80400
WBGene00022219	48483	60774
WBGene00022221	47766	48733
WBGene00022222	34798	41883
WBGene00022223	209108	211241
WBGene00022224	214697	215575
WBGene00022225	211441	211676
WBGene00022227	199262	207723
WBGene00022290	1756417	1757788
WBGene00022291	1742848	1743523
WBGene00022292	1745096	1746217
WBGene00022315	9192444	9194382
WBGene00022316	9184163	9190717
WBGene00022317	9182440	9182947
WBGene00022411	2051907	2054048
WBGene00022412	2026642	2031010
WBGene00022413	2019148	2025737
WBGene00022415	2030959	2031588
WBGene00022416	2031963	2035245
WBGene00022417	2035943	2038220
WBGene00022418	2039397	2046360
WBGene00022419	2013151	2018062
WBGene00022429	274498	277897
WBGene00022431	256210	260110
WBGene00022432	269127	270029
WBGene00022433	270408	274012
WBGene00022498	5005269	5007024
WBGene00022499	4999270	5003515
WBGene00022500	4980512	4993236
WBGene00022501	4972575	4997598
WBGene00022502	877239	879881
WBGene00022503	880629	883049
WBGene00022504	882967	888394
WBGene00022508	1910943	1913357
WBGene00022509	1923723	1924238
WBGene00022511	1925750	1937689
WBGene00022512	1917437	1919755
WBGene00022515	3840869	3842468
WBGene00022611	5024420	5028165
WBGene00022612	5021215	5024258
WBGene00022613	5017924	5021064
WBGene00022614	5028184	5029568
WBGene00022615	5035030	5037773
WBGene00022616	5009300	5011222
WBGene00022647	17460778	17464966
WBGene00022648	17465454	17466894
WBGene00022665	7779577	7780606
WBGene00022666	7777031	7782537
WBGene00022667	7783190	7787966
WBGene00022668	7790178	7793563
WBGene00022723	1630615	1635727
WBGene00022724	1651419	1653897
WBGene00022728	1404271	1406101
WBGene00022729	1403744	1404117
WBGene00022730	1402217	1402860
WBGene00022731	1398824	1400751
WBGene00022744	4164302	4166138
WBGene00022745	4135133	4147662
WBGene00022746	4139516	4139767
WBGene00022747	4176065	4177494
WBGene00022767	3368959	3373217
WBGene00022769	3376874	3379234
