Gene stable ID	Chromosome/scaffold name	Gene start (bp)	Gene end (bp)	Caenorhabditis elegans gene stable ID	Caenorhabditis elegans chromosome/scaffold name	Caenorhabditis elegans chromosome/scaffold start (bp)	Caenorhabditis elegans chromosome/scaffold end (bp)	%id. target Caenorhabditis elegans gene identical to query gene	%id. query gene identical to target Caenorhabditis elegans gene	Caenorhabditis elegans orthology confidence [0 low, 1 high]
ENSG00000146477	6	160348268	160452581	WBGene00044455	III	6495677	6498198	21.223	22.3485	
ENSG00000171408	6	135851696	136195574	WBGene00022389	I	873164	882713	19.3333	11.4474	
ENSG00000171408	6	135851696	136195574	WBGene00008443	II	14919705	14953312	21.5556	13.9971	
ENSG00000124574	6	43427366	43450430	WBGene00003413	V	19674843	19693043	29.4236	28.7869	
ENSG00000124574	6	43427366	43450430	WBGene00000477	V	5538800	5545766	18.0295	21.5718	
ENSG00000196230	6	30720201	30725426	WBGene00006540	III	9626532	9629154	25.9009	25.9009	0
ENSG00000196230	6	30720201	30725426	WBGene00006529	I	12964674	12966876	40.7658	40.4018	0
ENSG00000196230	6	30720201	30725426	WBGene00006528	I	9785778	9787624	40.7658	39.8678	0
ENSG00000196230	6	30720201	30725426	WBGene00006530	II	10918706	10920202	40.3153	39.9554	0
ENSG00000196230	6	30720201	30725426	WBGene00012489	II	10922672	10922974	7.43243	38.8235	0
ENSG00000196230	6	30720201	30725426	WBGene00006539	V	12261804	12263368	55.8559	58.216	0
ENSG00000196230	6	30720201	30725426	WBGene00000248	III	3537688	3541628	89.6396	89.6396	0
ENSG00000196230	6	30720201	30725426	WBGene00006536	III	10740868	10742461	89.1892	88.196	0
ENSG00000196230	6	30720201	30725426	WBGene00006537	III	4015769	4017643	89.1892	88	0
ENSG00000118518	6	127266610	127288567	WBGene00015324	X	8133155	8136326	10.3064	10.6628	0
ENSG00000118518	6	127266610	127288567	WBGene00013674	I	14465380	14468214	9.1922	14.7321	0
ENSG00000112739	6	4021267	4064983	WBGene00004186	I	7091309	7094537	32.6713	42.4516	1
ENSG00000112773	6	81491439	81752774	WBGene00004131	I	5372854	5384508	38.914	36.5957	0
ENSG00000112773	6	81491439	81752774	WBGene00016596	IV	7179239	7180484	8.1448	14.1176	0
ENSG00000112773	6	81491439	81752774	WBGene00219325	V	10967919	10970281	7.91855	15.0215	0
ENSG00000112773	6	81491439	81752774	WBGene00011957	III	4646507	4647854	10.181	24.0642	0
ENSG00000112773	6	81491439	81752774	WBGene00044662	II	4772835	4773991	7.01357	21.9858	0
ENSG00000112773	6	81491439	81752774	WBGene00017841	II	4770534	4771382	8.82353	19.403	0
ENSG00000198719	6	170282206	170306565	WBGene00022816	III	7625376	7641053	18.3956	4.78245	0
ENSG00000198719	6	170282206	170306565	WBGene00001106	X	14090389	14095490	17.1508	29.0398	0
ENSG00000198719	6	170282206	170306565	WBGene00009114	I	10422958	10429026	7.19225	4.27632	0
ENSG00000198719	6	170282206	170306565	WBGene00013498	III	10228164	10234079	8.71369	4.23103	0
ENSG00000243955	6	52791664	52803910	WBGene00001782	II	15179971	15183232	25.2252	25.6881	
ENSG00000243955	6	52791664	52803910	WBGene00001770	V	16231032	16232317	24.3243	24.7706	
ENSG00000243955	6	52791664	52803910	WBGene00001783	II	15183801	15185385	24.3243	24.7706	
ENSG00000243955	6	52791664	52803910	WBGene00001769	V	1730759	1732000	23.8739	22.9437	
ENSG00000243955	6	52791664	52803910	WBGene00001751	IV	10139380	10140285	25.6757	27.5362	
ENSG00000243955	6	52791664	52803910	WBGene00021566	V	2556174	2557415	12.1622	21.2598	
ENSG00000243955	6	52791664	52803910	WBGene00018912	V	2447895	2449136	12.1622	21.2598	
ENSG00000243955	6	52791664	52803910	WBGene00018911	V	2453414	2456147	8.55856	18.0952	
ENSG00000243955	6	52791664	52803910	WBGene00001758	V	2561690	2564701	21.6216	22.8571	
ENSG00000243955	6	52791664	52803910	WBGene00001789	V	7398390	7399302	23.4234	24.7619	
ENSG00000243955	6	52791664	52803910	WBGene00001780	II	15177372	15178594	27.4775	29.1866	
ENSG00000243955	6	52791664	52803910	WBGene00001779	II	15174271	15174965	25.6757	27.1429	
ENSG00000243955	6	52791664	52803910	WBGene00001785	V	1921621	1922381	25.6757	27.2727	
ENSG00000243955	6	52791664	52803910	WBGene00001774	II	15163808	15164646	27.027	28.7081	
ENSG00000243955	6	52791664	52803910	WBGene00001775	II	15164890	15165731	25.6757	27.2727	
ENSG00000243955	6	52791664	52803910	WBGene00001777	II	15168538	15169860	27.027	28.7081	
ENSG00000243955	6	52791664	52803910	WBGene00001776	II	15166194	15167406	26.5766	28.2297	
ENSG00000243955	6	52791664	52803910	WBGene00001787	II	15171163	15171912	28.3784	30.1435	
ENSG00000243955	6	52791664	52803910	WBGene00001760	II	13616685	13618061	23.8739	25.3589	
ENSG00000243955	6	52791664	52803910	WBGene00001762	II	13614788	13616100	23.4234	24.7619	
ENSG00000243955	6	52791664	52803910	WBGene00001765	II	13628017	13628774	15.3153	19.5402	
ENSG00000243955	6	52791664	52803910	WBGene00001767	II	13625544	13627141	22.5225	24.1546	
ENSG00000243955	6	52791664	52803910	WBGene00001766	II	13629799	13630887	21.6216	24.3655	
ENSG00000243955	6	52791664	52803910	WBGene00001764	II	13622967	13624502	26.1261	27.8846	
ENSG00000243955	6	52791664	52803910	WBGene00001772	II	13610443	13611349	25.2252	26.7943	
ENSG00000243955	6	52791664	52803910	WBGene00001752	IV	10142135	10143099	22.0721	23.6715	
ENSG00000243955	6	52791664	52803910	WBGene00001759	X	3632367	3633747	21.1712	23.1527	
ENSG00000243955	6	52791664	52803910	WBGene00021127	I	2851963	2853903	24.3243	25.4717	
ENSG00000243955	6	52791664	52803910	WBGene00001749	III	9059314	9060181	24.3243	25.9615	
ENSG00000243955	6	52791664	52803910	WBGene00001773	I	1451122	1453077	20.7207	22.1154	
ENSG00000243955	6	52791664	52803910	WBGene00001771	V	3243287	3244495	24.7748	26.4423	
ENSG00000243955	6	52791664	52803910	WBGene00001753	II	10950350	10951604	26.1261	28.0193	
ENSG00000243955	6	52791664	52803910	WBGene00001786	V	15915216	15916079	24.7748	26.3158	
ENSG00000243955	6	52791664	52803910	WBGene00001755	II	4882062	4883358	24.3243	26.2136	
ENSG00000243955	6	52791664	52803910	WBGene00001756	II	4883749	4884602	22.973	24.7573	
ENSG00000243955	6	52791664	52803910	WBGene00001757	II	4891573	4893573	24.7748	26.699	
ENSG00000243955	6	52791664	52803910	WBGene00001750	IV	10140330	10141513	20.2703	23.9362	
ENSG00000243955	6	52791664	52803910	WBGene00001754	II	4879885	4881105	21.1712	22.8155	
ENSG00000243955	6	52791664	52803910	WBGene00001761	II	9231457	9232340	20.7207	22.1154	
ENSG00000243955	6	52791664	52803910	WBGene00001781	V	3467453	3468545	26.1261	27.23	
ENSG00000124587	6	42963870	42979220	WBGene00004195	V	4715388	4720148	21.6327	29.4444	0
ENSG00000124562	6	34757406	34773794	WBGene00017238	IV	8686756	8687810	32.7044	36.6197	1
ENSG00000137251	6	54307859	54390152	WBGene00013076	V	18550022	18553867	15.3361	18.9119	
ENSG00000137251	6	54307859	54390152	WBGene00013072	V	18508873	18512632	10.084	15.2866	
ENSG00000137251	6	54307859	54390152	WBGene00013764	V	20228966	20233843	13.0252	17.1271	
ENSG00000137251	6	54307859	54390152	WBGene00000781	V	11975515	11976756	17.0168	24.6201	
ENSG00000137251	6	54307859	54390152	WBGene00000782	V	16533004	16534110	20.1681	29.4479	
ENSG00000137251	6	54307859	54390152	WBGene00009158	I	9762403	9767873	36.3445	38.2743	
ENSG00000137251	6	54307859	54390152	WBGene00019314	II	1065566	1066998	11.7647	18.7291	
ENSG00000137251	6	54307859	54390152	WBGene00016306	II	961352	962121	6.93277	22	
ENSG00000137251	6	54307859	54390152	WBGene00016300	II	960528	964260	10.9244	22.2222	
ENSG00000137251	6	54307859	54390152	WBGene00044760	III	2802450	2803681	13.8655	22.0736	
ENSG00000137251	6	54307859	54390152	WBGene00022189	III	2838763	2840927	12.8151	17.6812	
ENSG00000137251	6	54307859	54390152	WBGene00019986	X	8323592	8325046	15.5462	19.3211	
ENSG00000137251	6	54307859	54390152	WBGene00000784	V	6614674	6615845	20.1681	28.6567	
ENSG00000137251	6	54307859	54390152	WBGene00000785	V	1132598	1134036	19.1176	26.4535	
ENSG00000197153	6	27890382	27893106	WBGene00017638	V	8177093	8177449	45.5882	52.5424	1
ENSG00000278677	6	27892757	27893149	WBGene00019947	IV	4445990	4446997	56.9231	52.8571	0
ENSG00000213886	6	29555515	29559925	WBGene00010654	I	11495521	11496245	7.27273	7.79221	
ENSG00000213886	6	29555515	29559925	WBGene00009378	X	9626135	9626849	4.24242	4.92958	
ENSG00000213886	6	29555515	29559925	WBGene00006725	III	3068306	3069210	12.1212	12.2699	
ENSG00000171462	6	43450352	43456632	WBGene00019901	IV	7514366	7516267	12.5326	12.6984	0
ENSG00000171462	6	43450352	43456632	WBGene00022858	X	406459	425679	21.9321	3.94366	0
ENSG00000171462	6	43450352	43456632	WBGene00018906	IV	7493843	7497850	19.3211	8.38052	0
ENSG00000171462	6	43450352	43456632	WBGene00012018	X	11491087	11499999	20.1044	3.66144	0
ENSG00000171462	6	43450352	43456632	WBGene00000168	V	3210189	3223218	13.0548	9.70874	0
ENSG00000171462	6	43450352	43456632	WBGene00013480	V	18628680	18636348	19.8433	8.2519	0
ENSG00000171462	6	43450352	43456632	WBGene00013486	V	18640337	18648392	20.3655	8.31557	0
ENSG00000171462	6	43450352	43456632	WBGene00013487	V	18650343	18656165	20.1044	8.37867	0
ENSG00000135541	6	135283532	135497776	WBGene00013862	V	10737116	10739350	5.10033	12.1756	
ENSG00000135541	6	135283532	135497776	WBGene00006474	III	3705265	3706784	4.59866	14.6277	
ENSG00000120438	6	159778498	159789749	WBGene00000377	II	8185443	8187601	66.5468	67.3953	1
ENSG00000146215	6	43299710	43308797	WBGene00002988	X	1073908	1079451	14.7059	9.49367	
ENSG00000146215	6	43299710	43308797	WBGene00000438	X	7528616	7532732	16.1765	9.40171	
ENSG00000146215	6	43299710	43308797	WBGene00002987	X	3869753	3873295	18.1373	10.4225	
ENSG00000164674	6	158650014	158764876	WBGene00004921	II	6810963	6816443	12.7869	17.6072	
ENSG00000164674	6	158650014	158764876	WBGene00011682	X	15195922	15199136	10.3279	15.1442	
ENSG00000164674	6	158650014	158764876	WBGene00004924	I	6436058	6441192	12.1311	19.4226	
ENSG00000112541	6	165327287	165988078	WBGene00016328	I	5196078	5200102	33.8403	36.6758	1
ENSG00000198833	6	89326625	89352848	WBGene00006703	II	7479064	7480713	43.0818	43.6306	1
ENSG00000025039	6	89364636	89412270	WBGene00012497	IV	11603613	11604927	41.25	48.8166	0
ENSG00000112339	6	134960378	135103056	WBGene00010622	I	8687634	8690937	36.8421	41.3115	0
ENSG00000155085	6	109492856	109691217	WBGene00014058	II	10448266	10450222	1.98849	17.1171	0
ENSG00000155085	6	109492856	109691217	WBGene00009543	IV	9463951	9467518	2.66876	12.201	0
ENSG00000155085	6	109492856	109691217	WBGene00008746	X	10668280	10674293	3.08739	8.09328	0
ENSG00000204389	6	31815464	31817946	WBGene00009691	II	11757106	11759323	69.1108	68.6822	0
ENSG00000204389	6	31815464	31817946	WBGene00009692	II	11759640	11761853	69.1108	68.6822	0
ENSG00000204389	6	31815464	31817946	WBGene00002026	I	9320325	9322534	67.3947	67.1851	0
ENSG00000204389	6	31815464	31817946	WBGene00016250	III	8443917	8446920	28.8612	23.8402	0
ENSG00000132423	6	99369400	99394204	WBGene00000763	IV	14793119	14796375	27.3713	37.6866	1
ENSG00000255152	6	31740020	31764851	WBGene00003421	IV	13155228	13164056	26.4395	16.4354	0
ENSG00000146216	6	43243680	43288259	WBGene00008423	III	10468107	10469503	7.94852	29.9145	
ENSG00000146216	6	43243680	43288259	WBGene00021639	I	3439370	3442188	7.57002	21.3675	
ENSG00000146216	6	43243680	43288259	WBGene00019561	V	835773	839099	5.37472	12.0954	
ENSG00000146216	6	43243680	43288259	WBGene00019562	V	840236	843667	5.37472	12.9562	
ENSG00000146216	6	43243680	43288259	WBGene00011283	V	12891523	12895872	22.0288	37.5	
ENSG00000146216	6	43243680	43288259	WBGene00018202	X	16894884	16895916	4.46631	19.7987	
ENSG00000146216	6	43243680	43288259	WBGene00018203	X	16891991	16893148	4.54201	20.1342	
ENSG00000146216	6	43243680	43288259	WBGene00017714	X	8149563	8150716	4.31491	19.0635	
ENSG00000146216	6	43243680	43288259	WBGene00010555	X	14248053	14249846	3.63361	18.8235	
ENSG00000146216	6	43243680	43288259	WBGene00017895	II	5921967	5924838	6.96442	15.082	
ENSG00000146216	6	43243680	43288259	WBGene00016946	I	6502167	6503920	7.57002	27.1003	
ENSG00000146216	6	43243680	43288259	WBGene00020381	I	6160054	6161665	7.26722	26.5193	
ENSG00000146216	6	43243680	43288259	WBGene00008662	I	10021702	10022872	2.95231	16.318	
ENSG00000146216	6	43243680	43288259	WBGene00012637	IV	13472497	13474005	8.32703	35.7143	
ENSG00000146216	6	43243680	43288259	WBGene00016541	IV	5631895	5633379	8.25132	35.3896	
ENSG00000146216	6	43243680	43288259	WBGene00013744	III	12530374	12532291	4.23921	23.6287	
ENSG00000146216	6	43243680	43288259	WBGene00010719	II	14137838	14140069	5.98032	21.5259	
ENSG00000146216	6	43243680	43288259	WBGene00022705	IV	5313405	5315525	7.64572	23.1121	
ENSG00000146216	6	43243680	43288259	WBGene00022032	I	664426	666900	6.73732	22.7621	
ENSG00000146216	6	43243680	43288259	WBGene00022102	III	7456734	7458544	6.81302	23.5602	
ENSG00000146216	6	43243680	43288259	WBGene00014007	IV	10908131	10909306	8.47843	36.7213	
ENSG00000146216	6	43243680	43288259	WBGene00007448	IV	11162768	11164622	8.62983	30	
ENSG00000146216	6	43243680	43288259	WBGene00019769	I	4763220	4765313	8.62983	25.9681	
ENSG00000146216	6	43243680	43288259	WBGene00021109	I	4717623	4719575	8.62983	25.9681	
ENSG00000146216	6	43243680	43288259	WBGene00020072	IV	5067320	5068652	7.94852	27.6316	
ENSG00000146216	6	43243680	43288259	WBGene00018123	IV	5257020	5258352	7.94852	27.6316	
ENSG00000146216	6	43243680	43288259	WBGene00044498	IV	5248578	5248938	0.605602	8.98876	
ENSG00000146216	6	43243680	43288259	WBGene00012169	IV	10073404	10075166	8.02422	28.9617	
ENSG00000146216	6	43243680	43288259	WBGene00016673	III	5074698	5075968	6.66162	30.3448	
ENSG00000146216	6	43243680	43288259	WBGene00016963	II	6579702	6581336	9.76533	30.5687	
ENSG00000146216	6	43243680	43288259	WBGene00018839	II	6627484	6629270	9.53823	29.717	
ENSG00000146216	6	43243680	43288259	WBGene00008088	X	11687000	11688269	4.31491	16.7155	
ENSG00000146216	6	43243680	43288259	WBGene00010692	X	13241109	13242278	4.16351	17.6282	
ENSG00000146216	6	43243680	43288259	WBGene00008883	X	14108545	14109714	4.54201	19.9336	
ENSG00000146216	6	43243680	43288259	WBGene00017725	X	16702442	16703440	3.25511	20.7729	
ENSG00000146216	6	43243680	43288259	WBGene00013868	X	10060525	10061681	5.22332	21.4953	
ENSG00000146216	6	43243680	43288259	WBGene00008464	X	14250512	14252146	3.93641	17.1617	
ENSG00000146216	6	43243680	43288259	WBGene00016765	IV	8654604	8656829	7.57002	19.9203	
ENSG00000146216	6	43243680	43288259	WBGene00022108	I	2915176	2918806	7.79712	20.1566	
ENSG00000146216	6	43243680	43288259	WBGene00010176	IV	9528355	9529569	4.31491	17.7019	
ENSG00000146216	6	43243680	43288259	WBGene00007335	IV	11253985	11255703	6.81302	22.2222	
ENSG00000146216	6	43243680	43288259	WBGene00017050	IV	7247543	7249437	6.35882	23.3983	
ENSG00000146216	6	43243680	43288259	WBGene00022707	IV	5295931	5297487	7.87282	28.2609	
ENSG00000146216	6	43243680	43288259	WBGene00017803	III	4818042	4819073	4.69341	30.0971	
ENSG00000146216	6	43243680	43288259	WBGene00016388	I	10672737	10674864	7.41862	27.9202	
ENSG00000146216	6	43243680	43288259	WBGene00018004	I	5850038	5851828	7.49432	28.5303	
ENSG00000146216	6	43243680	43288259	WBGene00019642	V	6896999	6898497	7.79712	33.4416	
ENSG00000146216	6	43243680	43288259	WBGene00015893	II	5537835	5539004	2.95231	24.2236	
ENSG00000146216	6	43243680	43288259	WBGene00016111	II	5700170	5701408	4.39061	27.4882	
ENSG00000146216	6	43243680	43288259	WBGene00019119	II	5638381	5639752	2.04391	19.1489	
ENSG00000146216	6	43243680	43288259	WBGene00007269	III	4091126	4093311	6.58592	25.5132	
ENSG00000146216	6	43243680	43288259	WBGene00020580	II	6634902	6636163	7.04012	25.7618	
ENSG00000146216	6	43243680	43288259	WBGene00008881	X	14100555	14101568	4.39061	27.4882	
ENSG00000146216	6	43243680	43288259	WBGene00010874	II	8473819	8475568	7.87282	28.8089	
ENSG00000146216	6	43243680	43288259	WBGene00009402	II	8246776	8248263	7.87282	28.8089	
ENSG00000146216	6	43243680	43288259	WBGene00020071	IV	5065746	5066987	8.85693	37.6206	
ENSG00000146216	6	43243680	43288259	WBGene00018122	IV	5258685	5259985	8.85693	37.6206	
ENSG00000146216	6	43243680	43288259	WBGene00012731	II	14095447	14097390	7.04012	33.6957	
ENSG00000146216	6	43243680	43288259	WBGene00018745	II	3912003	3913385	7.87282	31.7073	
ENSG00000146216	6	43243680	43288259	WBGene00007777	IV	12717831	12719391	7.64572	30.8869	
ENSG00000146216	6	43243680	43288259	WBGene00007049	V	14534446	14536309	7.94852	30.3468	
ENSG00000146216	6	43243680	43288259	WBGene00019459	III	8096736	8098216	8.55413	32.659	
ENSG00000146216	6	43243680	43288259	WBGene00007305	IV	10090658	10092379	8.02422	28.4182	
ENSG00000146216	6	43243680	43288259	WBGene00009324	IV	9887190	9889929	8.70553	20.4626	
ENSG00000146216	6	43243680	43288259	WBGene00013979	III	9101367	9103095	6.35882	22.4599	
ENSG00000146216	6	43243680	43288259	WBGene00013978	III	9099681	9101258	6.05602	24.1692	
ENSG00000146216	6	43243680	43288259	WBGene00019086	II	5005081	5008068	7.19152	12.4672	
ENSG00000146216	6	43243680	43288259	WBGene00020223	II	4668644	4671774	7.19152	12.533	
ENSG00000146216	6	43243680	43288259	WBGene00007791	III	4423711	4429499	9.00833	11.1842	
ENSG00000146216	6	43243680	43288259	WBGene00019556	V	856849	862061	7.79712	16.2461	
ENSG00000146216	6	43243680	43288259	WBGene00016513	V	1482042	1484015	6.66162	26.6667	
ENSG00000175048	6	157381133	157678146	WBGene00010323	I	10522091	10523996	9.83607	15.4839	0
ENSG00000175048	6	157381133	157678146	WBGene00016620	X	2398812	2402057	12.2951	19.2926	0
ENSG00000175048	6	157381133	157678146	WBGene00012948	I	11836460	11849251	29.7131	35.8911	0
ENSG00000071242	6	166409364	166906451	WBGene00012929	III	11245120	11252281	26.1214	36	0
ENSG00000071242	6	166409364	166906451	WBGene00044281	X	391360	394828	19.3931	36.5672	0
ENSG00000071242	6	166409364	166906451	WBGene00011352	I	8573855	8580157	58.0475	54.7264	0
ENSG00000111880	6	88610272	88963721	WBGene00000466	I	9665194	9668664	39.0285	37.3997	1
ENSG00000079841	6	71886703	72403143	WBGene00006750	X	7272334	7280322	26.0638	28.215	0
ENSG00000124659	6	42744481	42746096	WBGene00044609	III	2788441	2792973	19.3642	22.1122	0
ENSG00000213079	6	154733325	154834244	WBGene00017004	I	4597914	4602666	18.977	25.9109	0
ENSG00000188820	6	116461370	116463779	WBGene00016626	II	6868946	6871039	21.9048	20.9726	0
ENSG00000187189	6	116249961	116254140	WBGene00005007	IV	8891466	8892747	16.1836	21.4058	
ENSG00000187189	6	116249961	116254140	WBGene00017075	IV	8377703	8379319	11.5942	15.1899	
ENSG00000228727	6	31762799	31764851	WBGene00020134	X	2335684	2348635	17.4157	9.36556	
ENSG00000197442	6	136557047	136792518	WBGene00003822	II	5022764	5029982	36.754	33.7116	0
ENSG00000204394	6	31777518	31795953	WBGene00006936	I	13547898	13559361	44.0665	53.0476	0
ENSG00000184486	6	98834592	98839470	WBGene00006818	III	8212750	8216336	20.7675	25.7703	0
ENSG00000184486	6	98834592	98839470	WBGene00000441	X	3843367	3857797	26.1851	21.4022	0
ENSG00000157343	6	35737032	35749079	WBGene00013456	IV	14374114	14379643	12.5341	13.3333	0
ENSG00000185250	6	109390215	109441171	WBGene00000885	III	3697821	3699640	22.2552	24.2718	
ENSG00000157593	6	44254096	44257890	WBGene00004206	V	5943474	5950991	37.963	37.2727	1
ENSG00000276903	6	27865355	27865747	WBGene00019947	IV	4445990	4446997	56.9231	52.8571	0
ENSG00000196747	6	27808199	27808701	WBGene00019947	IV	4445990	4446997	56.9231	52.8571	0
ENSG00000282988	6	26195595	26199293	WBGene00019947	IV	4445990	4446997	43.787	52.8571	0
ENSG00000196787	6	27133042	27135291	WBGene00019947	IV	4445990	4446997	56.9231	52.8571	0
ENSG00000197498	6	110982015	111028263	WBGene00021830	I	3173243	3176319	39.8693	41.0774	1
ENSG00000112144	6	53001279	53061802	WBGene00008200	IV	17336800	17338984	14.7152	24.2188	0
ENSG00000112144	6	53001279	53061802	WBGene00013091	II	9395493	9397596	14.8734	24.6719	0
ENSG00000112144	6	53001279	53061802	WBGene00003048	III	13701993	13724401	16.4557	16.4038	0
ENSG00000112144	6	53001279	53061802	WBGene00007977	I	8749616	8751397	15.3481	25.4593	0
ENSG00000112144	6	53001279	53061802	WBGene00013705	I	10198286	10200440	15.1899	25.1968	0
ENSG00000112144	6	53001279	53061802	WBGene00004980	III	9456563	9463004	16.9304	10.668	0
ENSG00000112144	6	53001279	53061802	WBGene00004056	IV	8143500	8148647	18.6709	29.3532	0
ENSG00000112144	6	53001279	53061802	WBGene00004055	IV	8148794	8151156	17.7215	29.7082	0
ENSG00000112144	6	53001279	53061802	WBGene00002188	IV	3606784	3609229	14.8734	28.3133	0
ENSG00000112144	6	53001279	53061802	WBGene00002187	IV	405621	410033	15.5063	25.1282	0
ENSG00000081087	6	108041409	108165854	WBGene00009627	II	9353000	9354327	18.2635	18.9441	0
ENSG00000153975	6	116635618	116668794	WBGene00003933	X	16536837	16540207	7.95848	9.78723	0
ENSG00000112306	6	132814441	132817564	WBGene00004481	III	5679298	5680187	58.3333	55	0
ENSG00000112651	6	43054029	43059806	WBGene00018932	IV	773228	776655	33.4426	31.7757	0
ENSG00000164691	6	159034468	159045152	WBGene00007064	II	15268212	15275689	10.9439	16.7364	0
ENSG00000112499	6	160171061	160277638	WBGene00011456	IV	9546286	9560428	11.1712	17.2702	
ENSG00000112499	6	160171061	160277638	WBGene00020701	III	542066	546537	20.1802	21.9608	
ENSG00000112499	6	160171061	160277638	WBGene00006220	IV	8460999	8463816	21.4414	22.037	
ENSG00000112499	6	160171061	160277638	WBGene00003837	IV	8464752	8472605	21.4414	22.6236	
ENSG00000112499	6	160171061	160277638	WBGene00019408	II	5782524	5787658	22.8829	14.8364	
ENSG00000112499	6	160171061	160277638	WBGene00003843	X	11346455	11350244	24.3243	17.8336	
ENSG00000112499	6	160171061	160277638	WBGene00014127	II	10001846	10003987	16.5766	17.0055	
ENSG00000112499	6	160171061	160277638	WBGene00008110	IV	9216952	9220397	17.2973	18.4615	
ENSG00000112499	6	160171061	160277638	WBGene00003842	I	9888356	9892223	30.8108	29.2308	
ENSG00000112499	6	160171061	160277638	WBGene00017751	III	6500514	6507717	22.1622	24.2604	
ENSG00000112499	6	160171061	160277638	WBGene00044455	III	6495677	6498198	22.5225	23.6742	
ENSG00000175003	6	160121789	160158718	WBGene00011456	IV	9546286	9560428	11.7329	18.1059	
ENSG00000175003	6	160121789	160158718	WBGene00020701	III	542066	546537	20.2166	21.9608	
ENSG00000175003	6	160121789	160158718	WBGene00006220	IV	8460999	8463816	22.9242	23.5185	
ENSG00000175003	6	160121789	160158718	WBGene00003837	IV	8464752	8472605	22.0217	23.1939	
ENSG00000175003	6	160121789	160158718	WBGene00019408	II	5782524	5787658	24.0072	15.5374	
ENSG00000175003	6	160121789	160158718	WBGene00003843	X	11346455	11350244	24.3682	17.8336	
ENSG00000175003	6	160121789	160158718	WBGene00014127	II	10001846	10003987	17.148	17.5601	
ENSG00000175003	6	160121789	160158718	WBGene00008110	IV	9216952	9220397	16.426	17.5	
ENSG00000175003	6	160121789	160158718	WBGene00003842	I	9888356	9892223	30.1444	28.547	
ENSG00000175003	6	160121789	160158718	WBGene00015088	II	6902853	6907757	15.704	17.9752	
ENSG00000175003	6	160121789	160158718	WBGene00017751	III	6500514	6507717	21.4801	23.4714	
ENSG00000175003	6	160121789	160158718	WBGene00044455	III	6495677	6498198	22.7437	23.8636	
ENSG00000008196	6	50818723	50847613	WBGene00019424	II	6454974	6456440	31.087	39.1781	1
ENSG00000146223	6	42879618	42889925	WBGene00004418	I	111038	112417	38.4314	40.1639	1
ENSG00000130347	6	106571971	106629487	WBGene00044305	I	5744148	5745617	33.8384	36.612	1
ENSG00000196591	6	113933028	114011308	WBGene00009663	II	11799037	11802412	10.4508	10.0394	0
ENSG00000196591	6	113933028	114011308	WBGene00219378	II	11802751	11803978	8.81148	15.3025	0
ENSG00000196591	6	113933028	114011308	WBGene00009657	II	11790759	11797322	7.37705	13.3333	0
ENSG00000137413	6	42050513	42087461	WBGene00006390	II	9669324	9671499	22.2581	13.8833	0
ENSG00000203972	6	49499958	49527047	WBGene00018400	V	8026691	8028789	17.7083	17.1717	0
ENSG00000203972	6	49499958	49527047	WBGene00011681	X	15190100	15193066	19.7917	19.1919	0
ENSG00000203972	6	49499958	49527047	WBGene00022683	IV	4528730	4530382	17.3611	17.0648	0
ENSG00000112309	6	70856679	70957038	WBGene00008293	I	12453389	12454764	28.1734	29.9342	0
ENSG00000112309	6	70856679	70957038	WBGene00008160	I	12317321	12318735	29.1022	31.2292	0
ENSG00000112309	6	70856679	70957038	WBGene00019546	IV	3784358	3794044	29.7214	26.7409	0
ENSG00000112309	6	70856679	70957038	WBGene00008479	I	12435726	12437285	28.7926	28.972	0
ENSG00000112309	6	70856679	70957038	WBGene00011781	I	12385766	12388791	28.7926	30.5921	0
ENSG00000112309	6	70856679	70957038	WBGene00011650	I	12337968	12339239	31.2694	35.689	0
ENSG00000112305	6	70667776	70862015	WBGene00012359	III	10736893	10739824	33.1906	31.3131	0
ENSG00000112305	6	70667776	70862015	WBGene00017217	II	5425750	5429572	12.4197	10.9641	0
ENSG00000112305	6	70667776	70862015	WBGene00000566	III	10655018	10677521	12.4197	5.23939	0
ENSG00000146411	6	133988697	134052636	WBGene00019207	II	1504566	1509831	20.2593	24.5098	
ENSG00000146411	6	133988697	134052636	WBGene00019550	X	3282602	3285721	14.5867	17.1756	
ENSG00000146411	6	133988697	134052636	WBGene00019549	X	3289485	3292412	13.4522	17.1488	
ENSG00000146411	6	133988697	134052636	WBGene00043980	X	3304026	3306939	15.235	18.0422	
ENSG00000146411	6	133988697	134052636	WBGene00017382	X	3302070	3303927	10.3728	16.7539	
ENSG00000146411	6	133988697	134052636	WBGene00019548	X	3296482	3297993	3.72771	14.9351	
ENSG00000146411	6	133988697	134052636	WBGene00019547	X	3298832	3301637	14.7488	17.4664	
ENSG00000146411	6	133988697	134052636	WBGene00016431	V	5389480	5393148	16.0454	19.2233	
ENSG00000146411	6	133988697	134052636	WBGene00010684	V	15137273	15139888	14.4246	18.1633	
ENSG00000146411	6	133988697	134052636	WBGene00012536	IV	13897817	13902874	14.2626	17.6	
ENSG00000146411	6	133988697	134052636	WBGene00013074	V	18524760	18529156	18.3144	18.4339	
ENSG00000146411	6	133988697	134052636	WBGene00010811	III	3510964	3519607	19.611	20.0331	
ENSG00000146411	6	133988697	134052636	WBGene00008730	IV	10426231	10429110	15.235	18.3594	
