From	To	Species	Gene Name
177850	NM_001268519	Caenorhabditis elegans	A disintegrin and metalloproteinase with thrombospondin motifs gon-1(gon-1)
177850	NM_001268518	Caenorhabditis elegans	A disintegrin and metalloproteinase with thrombospondin motifs gon-1(gon-1)
176686	NM_067246	Caenorhabditis elegans	TAF (TBP-associated transcription factor) family(taf-7.2)
174540	NM_063719	Caenorhabditis elegans	ARRestin Domain protein(arrd-4)
176687	NM_067247	Caenorhabditis elegans	ELongator complex Protein Component(elpc-2)
176688	NM_067248	Caenorhabditis elegans	Probable splicing factor, arginine/serine-rich 3(rsp-3)
177857	NM_001306968	Caenorhabditis elegans	alpha-1,2-Mannosidase(C47E12.3)
177857	NM_069401	Caenorhabditis elegans	alpha-1,2-Mannosidase(C47E12.3)
174543	NM_001136335	Caenorhabditis elegans	ViGiLN homolog(vgln-1)
174543	NM_063735	Caenorhabditis elegans	ViGiLN homolog(vgln-1)
176682	NM_067243	Caenorhabditis elegans	Transcription initiation factor IIA subunit 2(Y111B2A.13)
177856	NM_001027903	Caenorhabditis elegans	Probable inorganic pyrophosphatase 1(pyp-1)
177856	NM_001027904	Caenorhabditis elegans	Probable inorganic pyrophosphatase 1(pyp-1)
177856	NM_001027905	Caenorhabditis elegans	Probable inorganic pyrophosphatase 1(pyp-1)
177856	NM_001027902	Caenorhabditis elegans	Probable inorganic pyrophosphatase 1(pyp-1)
174544	NM_063737	Caenorhabditis elegans	Homeobox protein unc-4(unc-4)
176683	NM_001312970	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001268248	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001268249	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312959	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312965	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312964	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312967	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312958	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312966	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312961	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312960	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312972	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312963	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312971	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312962	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312969	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
176683	NM_001312968	Caenorhabditis elegans	Prion-like-(Q/N-rich)-domain-bearing protein(pqn-80)
177859	NM_069403	Caenorhabditis elegans	Probable serine--tRNA ligase, cytoplasmic(sars-1)
174541	NM_063731	Caenorhabditis elegans	CHItinase-Like(chil-8)
176684	NM_067245	Caenorhabditis elegans	Protein-tyrosine sulfotransferase A(tpst-1)
176684	AF049709	Caenorhabditis elegans	Protein-tyrosine sulfotransferase A(tpst-1)
177858	NM_069402	Caenorhabditis elegans	hypothetical protein(C47E12.2)
174542	NM_001026770	Caenorhabditis elegans	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase(C08H9.3)
174542	NM_001026769	Caenorhabditis elegans	Probable dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase(C08H9.3)
176690	NM_001306675	Caenorhabditis elegans	yeast Homolog UDP-Gal Transporter(hut-1)
176690	NM_067251	Caenorhabditis elegans	yeast Homolog UDP-Gal Transporter(hut-1)
184017	NM_060744	Caenorhabditis elegans	hypothetical protein(E03H4.2)
184018	NM_060745	Caenorhabditis elegans	hypothetical protein(E03H4.3)
184019	NM_060746	Caenorhabditis elegans	hypothetical protein(E03H4.4)
176691	NM_067260	Caenorhabditis elegans	Gamma-aminobutyric acid receptor subunit beta(gab-1)
184010	NM_071771	Caenorhabditis elegans	Serpentine Receptor, class T(srt-12)
184010	NM_001330844	Caenorhabditis elegans	Serpentine Receptor, class T(srt-12)
180811	NM_076514	Caenorhabditis elegans	SAPK/ERK kinase(sek-4)
184014	NM_078214	Caenorhabditis elegans	hypothetical protein(E03G2.1)
180810	NM_076512	Caenorhabditis elegans	Dual specificity mitogen-activated protein kinase kinase jkk-1(jkk-1)
180810	AB024086	Caenorhabditis elegans	Dual specificity mitogen-activated protein kinase kinase jkk-1(jkk-1)
184015	NM_078216	Caenorhabditis elegans	COLlagen(col-186)
180807	NM_001029262	Caenorhabditis elegans	hypothetical protein(C26B9.1)
180807	NM_001029263	Caenorhabditis elegans	hypothetical protein(C26B9.1)
174516	NM_063674	Caenorhabditis elegans	FiZzy Related family(fzr-1)
176659	NM_067204	Caenorhabditis elegans	hypothetical protein(Y75B8A.32)
180808	AY530909	Caenorhabditis elegans	Profilin-2(pfn-2)
180808	NM_076509	Caenorhabditis elegans	Profilin-2(pfn-2)
174517	AJ005864	Caenorhabditis elegans	Probable glucuronosyltransferase sqv-8(sqv-8)
174517	NM_063675	Caenorhabditis elegans	Probable glucuronosyltransferase sqv-8(sqv-8)
180805	NM_076506	Caenorhabditis elegans	hypothetical protein(C26B9.7)
174518	NM_063676	Caenorhabditis elegans	Coiled-coil domain-containing protein 130 homolog(ZK1307.9)
176657	NM_067202	Caenorhabditis elegans	Serine/threonine-protein phosphatase 4 catalytic subunit 1(pph-4.1)
174519	NM_001027338	Caenorhabditis elegans	hypothetical protein(ZK1307.1)
174519	NM_001027339	Caenorhabditis elegans	hypothetical protein(ZK1307.1)
176658	NM_067203	Caenorhabditis elegans	UPF0528 protein Y75B8A.31(Y75B8A.31)
180803	NM_076502	Caenorhabditis elegans	hypothetical protein(C26B9.5)
177822	NM_001268501	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
177822	NM_001268502	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
177822	NM_001268503	Caenorhabditis elegans	Cation-transporting ATPase(catp-6)
174512	NM_063665	Caenorhabditis elegans	Nuclear hormone receptor family member nhr-19(nhr-19)
180804	NM_076504	Caenorhabditis elegans	hypothetical protein(C26B9.3)
177821	NM_069353	Caenorhabditis elegans	hypothetical protein(egl-20)
177821	AF103732	Caenorhabditis elegans	hypothetical protein(egl-20)
174513	NM_063666	Caenorhabditis elegans	hypothetical protein(T15H9.6)
180801	NR_136376	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NR_136377	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NM_001322621	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NM_001322620	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NM_001322618	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NM_001322619	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
180801	NM_171684	Caenorhabditis elegans	Activator of G protein Signalling(ags-3)
177820	NM_001307156	Caenorhabditis elegans	Delta(6)-fatty-acid desaturase fat-3(fat-3)
177820	NM_001268497	Caenorhabditis elegans	Delta(6)-fatty-acid desaturase fat-3(fat-3)
177820	NM_001268499	Caenorhabditis elegans	Delta(6)-fatty-acid desaturase fat-3(fat-3)
177820	NM_001268498	Caenorhabditis elegans	Delta(6)-fatty-acid desaturase fat-3(fat-3)
174514	NM_171030	Caenorhabditis elegans	DnaJ homolog dnj-20(dnj-20)
174514	NM_063671	Caenorhabditis elegans	DnaJ homolog dnj-20(dnj-20)
180802	NM_001270094	Caenorhabditis elegans	Stomatin-2(sto-2)
180802	NM_001270093	Caenorhabditis elegans	Stomatin-2(sto-2)
180802	NM_001270091	Caenorhabditis elegans	Stomatin-2(sto-2)
180802	NM_001270092	Caenorhabditis elegans	Stomatin-2(sto-2)
174515	NM_063672	Caenorhabditis elegans	hypothetical protein(ZK1307.8)
177826	NM_069357	Caenorhabditis elegans	Tyrosine-protein kinase(kin-21)
176651	AB190260	Caenorhabditis elegans	GeMiNin homolog(gmn-1)
176651	NM_067188	Caenorhabditis elegans	GeMiNin homolog(gmn-1)
176652	AF183401	Caenorhabditis elegans	Protein timeless homolog(tim-1)
176652	NM_067193	Caenorhabditis elegans	Protein timeless homolog(tim-1)
177824	NM_069356	Caenorhabditis elegans	mRNA transport homolog 4(mtr-4)
174510	NM_063663	Caenorhabditis elegans	hypothetical protein(E02H1.5)
177823	NM_069355	Caenorhabditis elegans	COLlagen(col-123)
174511	NM_063664	Caenorhabditis elegans	Adenylate kinase isoenzyme 6 homolog(E02H1.6)
176650	NM_067187	Caenorhabditis elegans	hypothetical protein(Y75B8A.16)
176655	NM_067200	Caenorhabditis elegans	bZIP transcription factor family(zip-12)
177829	NM_069360	Caenorhabditis elegans	Tyrosine-protein kinase(kin-24)
176656	NM_001027774	Caenorhabditis elegans	bZIP transcription factor family(zip-1)
176656	NM_001306678	Caenorhabditis elegans	bZIP transcription factor family(zip-1)
176656	NM_067201	Caenorhabditis elegans	bZIP transcription factor family(zip-1)
176656	AF160492	Caenorhabditis elegans	bZIP transcription factor family(zip-1)
180809	NM_171686	Caenorhabditis elegans	Choline transporter-like protein 1(chtl-1)
180809	NM_171685	Caenorhabditis elegans	Choline transporter-like protein 1(chtl-1)
180809	NM_001136456	Caenorhabditis elegans	Choline transporter-like protein 1(chtl-1)
177828	NM_069359	Caenorhabditis elegans	Major sperm protein 10/36/56/76(msp-10)
176653	NM_067195	Caenorhabditis elegans	hypothetical protein(Y75B8A.24)
177827	NM_069358	Caenorhabditis elegans	Major Sperm Protein(msp-81)
176654	NM_067196	Caenorhabditis elegans	hypothetical protein(Y75B8A.25)
184009	NM_071770	Caenorhabditis elegans	Serpentine Receptor, class H(srh-204)
184005	NM_065410	Caenorhabditis elegans	Putative histone H3.3-like type 3(his-69)
184006	NM_065411	Caenorhabditis elegans	Histone H3.3-like type 1(his-70)
180800	NM_001038456	Caenorhabditis elegans	Vacuolar protein sorting-associated protein 41 homolog(vps-41)
180800	NM_001038455	Caenorhabditis elegans	Vacuolar protein sorting-associated protein 41 homolog(vps-41)
180800	NM_001129670	Caenorhabditis elegans	Vacuolar protein sorting-associated protein 41 homolog(vps-41)
184003	AY305847	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-121)
184003	NM_001129219	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-121)
184003	NM_065158	Caenorhabditis elegans	Nuclear Hormone Receptor family(nhr-121)
184004	NM_065162	Caenorhabditis elegans	hypothetical protein(E02H9.9)
184001	NM_065155	Caenorhabditis elegans	hypothetical protein(E02H9.6)
184002	NM_065156	Caenorhabditis elegans	hypothetical protein(E02H9.7)
184000	NM_065157	Caenorhabditis elegans	KLOtho (mammalian aging-associated protein) homolog(klo-2)
176668	NM_067219	Caenorhabditis elegans	Probable small nuclear ribonucleoprotein E(snr-6)
176669	NM_001268240	Caenorhabditis elegans	hypothetical protein(Y49E10.16)
176669	NM_001268239	Caenorhabditis elegans	hypothetical protein(Y49E10.16)
174527	NM_063691	Caenorhabditis elegans	MO25-like protein 2(mop-25.2)
174528	NM_063692	Caenorhabditis elegans	Protein YIPF(Y53C12A.3)
177831	NM_069362	Caenorhabditis elegans	Nematode Specific Peptide family, group D(nspd-2)
174525	NM_063688	Caenorhabditis elegans	E3 ubiquitin-protein ligase arc-1(arc-1)
177830	NM_069361	Caenorhabditis elegans	Major sperm protein 10/36/56/76(msp-56)
174526	NM_063689	Caenorhabditis elegans	hypothetical protein(ZK1320.9)
177833	NM_069365	Caenorhabditis elegans	Protein-tyrosine-phosphatase(K07F5.8)
174523	NM_001267292	Caenorhabditis elegans	hypothetical protein(ZK1320.11)
174523	NM_001267291	Caenorhabditis elegans	hypothetical protein(ZK1320.11)
177832	NM_069363	Caenorhabditis elegans	hypothetical protein(K07F5.6)
174524	NM_001027343	Caenorhabditis elegans	TAF (TBP-associated transcription factor) family(taf-8)
174524	NM_001027342	Caenorhabditis elegans	TAF (TBP-associated transcription factor) family(taf-8)
177835	NM_069367	Caenorhabditis elegans	Sperm-Specific family, class Q(ssq-1)
174521	NM_063683	Caenorhabditis elegans	hypothetical protein(ZK1320.3)
176660	NM_001268233	Caenorhabditis elegans	HIStone(his-72)
176660	NM_001268234	Caenorhabditis elegans	HIStone(his-72)
177834	NM_069366	Caenorhabditis elegans	Sperm-specific class P protein 10(ssp-10)
174522	NM_063684	Caenorhabditis elegans	Putative cytochrome P450 CYP13A10(cyp-13A10)
176661	NM_067208	Caenorhabditis elegans	proteasome Regulatory Particle, ATPase-like(rpt-6)
177837	NM_069372	Caenorhabditis elegans	hypothetical protein(K07F5.14)
176662	NM_067209	Caenorhabditis elegans	Glutaredoxin(glrx-5)
177836	NM_069370	Caenorhabditis elegans	Nuclear Pore complex Protein(npp-1)
177836	NM_069371	Caenorhabditis elegans	Nuclear Pore complex Protein(npp-1)
177836	NM_069369	Caenorhabditis elegans	Nuclear Pore complex Protein(npp-1)
174520	NM_063682	Caenorhabditis elegans	hypothetical protein(ZK1320.2)
176663	NM_001027728	Caenorhabditis elegans	Serine/threonine-protein phosphatase(pph-4.2)
176663	NM_001027727	Caenorhabditis elegans	Serine/threonine-protein phosphatase(pph-4.2)
177839	AF083223	Caenorhabditis elegans	Nuclear hormone receptor family member nhr-4(nhr-4)
177839	NM_069374	Caenorhabditis elegans	Nuclear hormone receptor family member nhr-4(nhr-4)
176664	NM_067212	Caenorhabditis elegans	hypothetical protein(Y49E10.4)
177838	NM_069373	Caenorhabditis elegans	Protein kish(K07F5.15)
177838	NM_001276840	Caenorhabditis elegans	Protein kish(K07F5.15)
176665	NM_067216	Caenorhabditis elegans	hypothetical protein(Y49E10.10)
176666	NM_001268236	Caenorhabditis elegans	Phospholipid-transporting ATPase tat-1(tat-1)
176666	NM_001027724	Caenorhabditis elegans	Phospholipid-transporting ATPase tat-1(tat-1)
176666	NM_001027723	Caenorhabditis elegans	Phospholipid-transporting ATPase tat-1(tat-1)
176667	NM_001268237	Caenorhabditis elegans	Pharynx and intestine in excess protein 1(pie-1)
176667	NM_001268238	Caenorhabditis elegans	Pharynx and intestine in excess protein 1(pie-1)
176667	U62896	Caenorhabditis elegans	Pharynx and intestine in excess protein 1(pie-1)
13181858	NM_001264472	Caenorhabditis elegans	hypothetical protein(F59C6.18)
176670	NM_001268242	Caenorhabditis elegans	F-box A protein(fbxa-218)
176670	NM_001268241	Caenorhabditis elegans	F-box A protein(fbxa-218)
176670	NR_052802	Caenorhabditis elegans	F-box A protein(fbxa-218)
13180049	NM_001262757	Caenorhabditis elegans	hypothetical protein(B0041.11)
185095	NM_073338	Caenorhabditis elegans	Serpentine Receptor, class J(srj-22)
185096	NM_073341	Caenorhabditis elegans	hypothetical protein(F28H7.2)
24105068	NM_001306350	Caenorhabditis elegans	hypothetical protein(Y37E3.30)
185087	NM_077951	Caenorhabditis elegans	hypothetical protein(F28H6.7)
185086	NM_077954	Caenorhabditis elegans	Nematode Kynurenine AminoTransferase(nkat-1)
24105065	NM_001307202	Caenorhabditis elegans	hypothetical protein(Y37E11B.10)
24105065	NM_001307203	Caenorhabditis elegans	hypothetical protein(Y37E11B.10)
24105057	NR_131365	Caenorhabditis elegans	hypothetical protein(Y23H5A.8)
24105057	NM_001306364	Caenorhabditis elegans	hypothetical protein(Y23H5A.8)
185098	NM_073343	Caenorhabditis elegans	hypothetical protein(F28H7.7)
24105053	NM_001306254	Caenorhabditis elegans	hypothetical protein(Y18H1A.18)
185097	NM_073340	Caenorhabditis elegans	Putative selT-like protein F28H7.4(F28H7.4)
24105054	NM_001307809	Caenorhabditis elegans	hypothetical protein(Y19D10B.8)
185099	NM_073345	Caenorhabditis elegans	CRAL-TRIO domain-containing protein F28H7.8(F28H7.8)
24105037	NM_001307693	Caenorhabditis elegans	hypothetical protein(Y116A8C.469)
24105036	NM_001307692	Caenorhabditis elegans	hypothetical protein(Y116A8C.468)
13187194	NM_001267374	Caenorhabditis elegans	hypothetical protein(F54D5.17)
185052	NM_075714	Caenorhabditis elegans	hypothetical protein(F28C10.4)
185050	NM_075716	Caenorhabditis elegans	hypothetical protein(F28C10.1)
24105016	NM_001276897	Caenorhabditis elegans	hypothetical protein(Y105C5A.1285)
24105018	NM_001276899	Caenorhabditis elegans	hypothetical protein(Y105C5B.1418)
13187162	NM_001267372	Caenorhabditis elegans	EMC Endoplasmic Membrane protein Complex (yeast EMC) homolog(emc-5)
185048	NM_063420	Caenorhabditis elegans	hypothetical protein(F28C6.5)
185049	NM_001267234	Caenorhabditis elegans	hypothetical protein(F28C6.9)
185049	NM_001267235	Caenorhabditis elegans	hypothetical protein(F28C6.9)
185046	NM_001267176	Caenorhabditis elegans	hypothetical protein(F28B12.1)
185047	NM_063418	Caenorhabditis elegans	AP-2 Transcription Factor family(aptf-3)
24105024	NM_001276541	Caenorhabditis elegans	hypothetical protein(Y106G6E.8)
185044	NM_059078	Caenorhabditis elegans	ACyLtransferase-like(acl-11)
185045	NM_076147	Caenorhabditis elegans	hypothetical protein(F28B4.1)
185042	NM_074919	Caenorhabditis elegans	hypothetical protein(F28B1.5)
185043	NM_074920	Caenorhabditis elegans	Serpentine Receptor, class I(sri-66)
185061	NR_131617	Caenorhabditis elegans	THaumatiN family(thn-3)
185061	NM_069960	Caenorhabditis elegans	THaumatiN family(thn-3)
185060	NM_069959	Caenorhabditis elegans	THaumatiN family(thn-1)
185063	NM_001322777	Caenorhabditis elegans	hypothetical protein(spe-45)
174799	NM_064103	Caenorhabditis elegans	hypothetical protein(F13D12.5)
185062	NM_069962	Caenorhabditis elegans	hypothetical protein(F28D1.6)
174798	NM_064102	Caenorhabditis elegans	L-lactate dehydrogenase(ldh-1)
174798	U15420	Caenorhabditis elegans	L-lactate dehydrogenase(ldh-1)
174793	NM_064097	Caenorhabditis elegans	(Xeroderma Pigmentosum group F) DNA repair gene homolog(xpf-1)
174792	NM_064098	Caenorhabditis elegans	INOsitol-3-phosphate Synthase(inos-1)
174791	AB023424	Caenorhabditis elegans	KELch-repeat containing protein(kel-1)
174791	NM_001267382	Caenorhabditis elegans	KELch-repeat containing protein(kel-1)
174791	NM_001267381	Caenorhabditis elegans	KELch-repeat containing protein(kel-1)
174790	NM_001026863	Caenorhabditis elegans	Threonine--tRNA ligase, cytoplasmic(tars-1)
174790	NM_001026862	Caenorhabditis elegans	Threonine--tRNA ligase, cytoplasmic(tars-1)
174797	NM_064101	Caenorhabditis elegans	hypothetical protein(F13D12.3)
174796	NM_182212	Caenorhabditis elegans	hypothetical protein(F13D12.10)
13187164	NM_001267373	Caenorhabditis elegans	hypothetical protein(B0334.20)
174795	NM_064099	Caenorhabditis elegans	hypothetical protein(VF13D12L.3)
174794	NM_064100	Caenorhabditis elegans	hypothetical protein(F13D12.9)
186109	NM_077539	Caenorhabditis elegans	hypothetical protein(F52D10.4)
186108	AY887904	Caenorhabditis elegans	Anion/Bicarbonate TranSporter family(abts-2)
186108	NM_077535	Caenorhabditis elegans	Anion/Bicarbonate TranSporter family(abts-2)
186107	NM_075960	Caenorhabditis elegans	F-box A protein(fbxa-17)
186106	NM_001047790	Caenorhabditis elegans	F-box A protein(fbxa-46)
186106	NM_001047791	Caenorhabditis elegans	F-box A protein(fbxa-46)
186105	NM_075964	Caenorhabditis elegans	hypothetical protein(F52D2.6)
185057	NM_060816	Caenorhabditis elegans	Serpentine receptor class alpha-21(sra-21)
186104	NM_075963	Caenorhabditis elegans	hypothetical protein(F52D2.5)
185059	NM_060817	Caenorhabditis elegans	Serpentine receptor class alpha-22(sra-22)
186102	NM_075957	Caenorhabditis elegans	F-box A protein(fbxa-41)
186101	NM_001322610	Caenorhabditis elegans	hypothetical protein(F52D1.2)
186101	NR_136382	Caenorhabditis elegans	hypothetical protein(F52D1.2)
186101	NM_075702	Caenorhabditis elegans	hypothetical protein(F52D1.2)
186101	NM_001322609	Caenorhabditis elegans	hypothetical protein(F52D1.2)
186101	NM_001322608	Caenorhabditis elegans	hypothetical protein(F52D1.2)
185053	NM_060811	Caenorhabditis elegans	Serpentine receptor class alpha-17(sra-17)
186100	NM_001307456	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307457	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307458	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307459	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307455	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307461	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307462	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
186100	NM_001307460	Caenorhabditis elegans	DENN domain type RAB GEF(denn-4)
185054	NM_060813	Caenorhabditis elegans	Serpentine receptor class alpha-18(sra-18)
185056	NM_060815	Caenorhabditis elegans	Serpentine receptor class alpha-20(sra-20)
179711	NM_073730	Caenorhabditis elegans	Mitochondrial Ribosomal Protein, Small(mrps-11)
179712	NM_073731	Caenorhabditis elegans	hypothetical protein(W04D2.4)
13203002	NM_001268903	Caenorhabditis elegans	hypothetical protein(Y57G11C.1130)
179714	NM_073736	Caenorhabditis elegans	hypothetical protein(T28H10.3)
185072	NM_001322594	Caenorhabditis elegans	hypothetical protein(F28F8.7)
185072	NM_074473	Caenorhabditis elegans	hypothetical protein(F28F8.7)
185072	NR_136374	Caenorhabditis elegans	hypothetical protein(F28F8.7)
185071	NM_074470	Caenorhabditis elegans	F-box A protein(fbxa-95)
179710	NM_001269497	Caenorhabditis elegans	Innexin(inx-11)
179710	NM_001269496	Caenorhabditis elegans	Innexin(inx-11)
179715	NM_001269500	Caenorhabditis elegans	CALmodulin related genes(cal-1)
179715	NM_001269499	Caenorhabditis elegans	CALmodulin related genes(cal-1)
179716	NM_001276944	Caenorhabditis elegans	hypothetical protein(F45D3.2)
179716	NM_073740	Caenorhabditis elegans	hypothetical protein(F45D3.2)
179717	NM_073741	Caenorhabditis elegans	hypothetical protein(F45D3.3)
179718	NM_001028759	Caenorhabditis elegans	hypothetical protein(F45D3.4)
179718	NM_001028760	Caenorhabditis elegans	hypothetical protein(F45D3.4)
186118	NM_078251	Caenorhabditis elegans	hypothetical protein(F52E10.3)
186117	NM_078250	Caenorhabditis elegans	hypothetical protein(F52E10.2)
186110	NM_077534	Caenorhabditis elegans	hypothetical protein(F52D10.6)
185067	NM_068189	Caenorhabditis elegans	hypothetical protein(F28E10.4)
186112	NM_072767	Caenorhabditis elegans	hypothetical protein(F52E1.3)
185064	NM_001026254	Caenorhabditis elegans	Serpentine Receptor, class I(sri-5)
185064	NM_001026253	Caenorhabditis elegans	Serpentine Receptor, class I(sri-5)
186111	NM_072769	Caenorhabditis elegans	hypothetical protein(F52E1.2)
185065	NM_001307316	Caenorhabditis elegans	IG (immunoglobulin), EGF and transmmembrane domain(igeg-1)
185065	NM_001307317	Caenorhabditis elegans	IG (immunoglobulin), EGF and transmmembrane domain(igeg-1)
186114	NM_072766	Caenorhabditis elegans	intestinal acid PHOsphatase(pho-6)
186113	NM_001028786	Caenorhabditis elegans	Heat Shock Protein(hsp-17)
186113	NM_001028787	Caenorhabditis elegans	Heat Shock Protein(hsp-17)
186116	NM_076130	Caenorhabditis elegans	Zinc finger putative Transcription Factor family(ztf-13)
186115	NM_072768	Caenorhabditis elegans	hypothetical protein(F52E1.9)
13187149	NM_001267371	Caenorhabditis elegans	hypothetical protein(W02B12.16)
179703	AY728060	Caenorhabditis elegans	CaDmium Responsive(cdr-6)
179703	NM_073712	Caenorhabditis elegans	CaDmium Responsive(cdr-6)
185081	NM_074711	Caenorhabditis elegans	hypothetical protein(F28G4.3)
179700	NM_073704	Caenorhabditis elegans	hypothetical protein(K01D12.6)
185080	NM_074709	Caenorhabditis elegans	hypothetical protein(F28G4.2)
179701	NM_073705	Caenorhabditis elegans	hypothetical protein(K01D12.7)
186130	NM_078342	Caenorhabditis elegans	hypothetical protein(F52G3.4)
185082	NM_074710	Caenorhabditis elegans	hypothetical protein(F28G4.4)
185085	NM_058879	Caenorhabditis elegans	hypothetical protein(F28H1.5)
185084	NM_001026256	Caenorhabditis elegans	hypothetical protein(F28H1.4)
185084	NM_001026255	Caenorhabditis elegans	hypothetical protein(F28H1.4)
179708	NM_182397	Caenorhabditis elegans	Protein phosphatase 1 regulatory subunit 37 homolog(F28C1.3)
179708	NM_073725	Caenorhabditis elegans	Protein phosphatase 1 regulatory subunit 37 homolog(F28C1.3)
179708	NM_001269493	Caenorhabditis elegans	Protein phosphatase 1 regulatory subunit 37 homolog(F28C1.3)
179708	NM_001269492	Caenorhabditis elegans	Protein phosphatase 1 regulatory subunit 37 homolog(F28C1.3)
179709	NM_073726	Caenorhabditis elegans	AcTiniN(atn-1)
179709	NM_073727	Caenorhabditis elegans	AcTiniN(atn-1)
179709	NM_001269494	Caenorhabditis elegans	AcTiniN(atn-1)
179709	NM_001269495	Caenorhabditis elegans	AcTiniN(atn-1)
179707	NM_001269489	Caenorhabditis elegans	Regulator of G-protein signaling egl-10(egl-10)
179707	NM_001269490	Caenorhabditis elegans	Regulator of G-protein signaling egl-10(egl-10)
179707	NM_001269491	Caenorhabditis elegans	Regulator of G-protein signaling egl-10(egl-10)
179707	U32326	Caenorhabditis elegans	Regulator of G-protein signaling egl-10(egl-10)
179704	NM_073715	Caenorhabditis elegans	hypothetical protein(C54D10.3)
179705	NM_073723	Caenorhabditis elegans	hypothetical protein(F28C1.1)
186129	NM_078341	Caenorhabditis elegans	hypothetical protein(F52G3.3)
186128	NM_060222	Caenorhabditis elegans	hypothetical protein(F52F12.5)
185077	NM_068022	Caenorhabditis elegans	hypothetical protein(F28F9.2)
185078	NM_068021	Caenorhabditis elegans	hypothetical protein(F28F9.3)
186127	NM_060218	Caenorhabditis elegans	COLlagen(col-64)
185079	NM_068024	Caenorhabditis elegans	Amino Acid Transporter(aat-8)
186126	NM_071043	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-8)
186126	NR_132502	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-8)
186125	NM_001313186	Caenorhabditis elegans	O-ACyltransferase homolog(oac-32)
186125	NM_001313185	Caenorhabditis elegans	O-ACyltransferase homolog(oac-32)
186137	NM_067345	Caenorhabditis elegans	hypothetical protein(F53A2.1)
185003	NM_060081	Caenorhabditis elegans	Ubiquitin-conjugating enzyme E2 variant 3(uev-3)
186138	NM_067346	Caenorhabditis elegans	SKN-1 Dependent Zygotic transcript(sdz-20)
13203014	NM_001268908	Caenorhabditis elegans	hypothetical protein(Y57G11C.1142)
185004	NM_066051	Caenorhabditis elegans	AcetylCholine Receptor(acr-21)
186133	NM_076061	Caenorhabditis elegans	hypothetical protein(F52H2.5)
186134	NM_076062	Caenorhabditis elegans	Diminuto-like protein(F52H2.6)
186131	NM_076058	Caenorhabditis elegans	hypothetical protein(F52H2.3)
185001	NM_060076	Caenorhabditis elegans	PRogression Of Meiosis(prom-1)
186132	NM_076059	Caenorhabditis elegans	hypothetical protein(F52H2.4)
185000	NM_071935	Caenorhabditis elegans	Serpentine Receptor, class SX(srsx-9)
